doc_id,plano,periodo,capitulo_num,capitulo_nome,pagina_inicio,pagina_fim,termo_busca,contexto_anterior,contexto_posterior,contexto_completo_kwic,evidencia_texto,localizacao_precisa,mecanismo_hipotetico
PQ14_Cap_18,PQ14,2021-2025,18,Article XIII Promoting domestic-international dual circulation,41,41,dual_circulation,xiii promoting domestic-international,based domestic great circulation coordinate promote construction strong domestic market construction trade powerhouse 贸易 强国 form powerful gravitational field attract,xiii promoting domestic-international dual_circulation based domestic great circulation coordinate promote construction strong domestic market construction trade powerhouse 贸易 强国 form powerful gravitational field attract,xiii promoting domestic-international [dual_circulation] based domestic great circulation coordinate promote construction strong domestic market construction trade powerhouse 贸易 强国 form powerful gravitational field attract,"PQ14, Article XIII Promoting domestic-international dual circulation (pp. 41-41)",M3: Governança Global e Projeção Normativa
PQ14_Cap_21,PQ14,2021-2025,21,Article XV Build new advantages in the digital economy,45,45,cybersecurity,code hardware designs application services accelerate promotion digital industrialization cultivate expand emerging digital industries ai big data blockchain cloud computing,improve level communication equipment core electronic components key software industries build 5g-based application scenarios industrial ecosystems carry pilot demonstrations key,code hardware designs application services accelerate promotion digital industrialization cultivate expand emerging digital industries ai big data blockchain cloud computing cybersecurity improve level communication equipment core electronic components key software industries build 5g-based application scenarios industrial ecosystems carry pilot demonstrations key,code hardware designs application services accelerate promotion digital industrialization cultivate expand emerging digital industries ai big data blockchain cloud computing [cybersecurity] improve level communication equipment core electronic components key software industries build 5g-based application scenarios industrial ecosystems carry pilot demonstrations key,"PQ14, Article XV Build new advantages in the digital economy (pp. 45-45)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,framework autonomous driving online healthcare fintech smart delivery improve laws regulations ethical review rules strengthen statistical monitoring systems digital_economy strengthen,protection improve national cybersecurity laws regulations systems standards strengthen security assurances data resources important networks information systems important areas establish,framework autonomous driving online healthcare fintech smart delivery improve laws regulations ethical review rules strengthen statistical monitoring systems digital_economy strengthen cybersecurity protection improve national cybersecurity laws regulations systems standards strengthen security assurances data resources important networks information systems important areas establish,framework autonomous driving online healthcare fintech smart delivery improve laws regulations ethical review rules strengthen statistical monitoring systems digital_economy strengthen [cybersecurity] protection improve national cybersecurity laws regulations systems standards strengthen security assurances data resources important networks information systems important areas establish,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,healthcare fintech smart delivery improve laws regulations ethical review rules strengthen statistical monitoring systems digital_economy strengthen cybersecurity protection improve national,laws regulations systems standards strengthen security assurances data resources important networks information systems important areas establish improve protection systems critical,healthcare fintech smart delivery improve laws regulations ethical review rules strengthen statistical monitoring systems digital_economy strengthen cybersecurity protection improve national cybersecurity laws regulations systems standards strengthen security assurances data resources important networks information systems important areas establish improve protection systems critical,healthcare fintech smart delivery improve laws regulations ethical review rules strengthen statistical monitoring systems digital_economy strengthen cybersecurity protection improve national [cybersecurity] laws regulations systems standards strengthen security assurances data resources important networks information systems important areas establish improve protection systems critical,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,political_security,assurances data resources important networks information systems important areas establish improve protection systems critical information infrastructure improve security protection maintain,政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve,assurances data resources important networks information systems important areas establish improve protection systems critical information infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve,assurances data resources important networks information systems important areas establish improve protection systems critical information infrastructure improve security protection maintain [political_security] 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,information systems important areas establish improve protection systems critical information infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen,risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve cybersecurity threat discovery monitoring early,information systems important areas establish improve protection systems critical information infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve cybersecurity threat discovery monitoring early,information systems important areas establish improve protection systems critical information infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen [cybersecurity] risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve cybersecurity threat discovery monitoring early,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,protection systems critical information infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction,infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities,protection systems critical information infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities,protection systems critical information infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction [cybersecurity] infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain,information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key,infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key,infrastructure improve security protection maintain political_security 政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain [cybersecurity] information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve,threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security,政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security,政治 安全 capabilities strengthen cybersecurity risk assessment review strengthen construction cybersecurity infrastructure strengthen cross-domain cybersecurity information sharing work collaboration improve [cybersecurity] threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key,technologies accelerate innovation ai security technology enhance comprehensive competitiveness cybersecurity industry strengthen cybersecurity propaganda education talent training promote construction community,information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security technology enhance comprehensive competitiveness cybersecurity industry strengthen cybersecurity propaganda education talent training promote construction community,information sharing work collaboration improve cybersecurity threat discovery monitoring early warning emergency command attack tracing capabilities strengthen r d key [cybersecurity] technologies accelerate innovation ai security technology enhance comprehensive competitiveness cybersecurity industry strengthen cybersecurity propaganda education talent training promote construction community,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,warning emergency command attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security technology enhance comprehensive competitiveness,industry strengthen cybersecurity propaganda education talent training promote construction community common_destiny cyberspace 网络 空间 命运 共同 体 promote international exchanges,warning emergency command attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security technology enhance comprehensive competitiveness cybersecurity industry strengthen cybersecurity propaganda education talent training promote construction community common_destiny cyberspace 网络 空间 命运 共同 体 promote international exchanges,warning emergency command attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security technology enhance comprehensive competitiveness [cybersecurity] industry strengthen cybersecurity propaganda education talent training promote construction community common_destiny cyberspace 网络 空间 命运 共同 体 promote international exchanges,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security technology enhance comprehensive competitiveness cybersecurity industry strengthen,propaganda education talent training promote construction community common_destiny cyberspace 网络 空间 命运 共同 体 promote international exchanges cooperation cyberspace promote,attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security technology enhance comprehensive competitiveness cybersecurity industry strengthen cybersecurity propaganda education talent training promote construction community common_destiny cyberspace 网络 空间 命运 共同 体 promote international exchanges cooperation cyberspace promote,attack tracing capabilities strengthen r d key cybersecurity technologies accelerate innovation ai security technology enhance comprehensive competitiveness cybersecurity industry strengthen [cybersecurity] propaganda education talent training promote construction community common_destiny cyberspace 网络 空间 命运 共同 体 promote international exchanges cooperation cyberspace promote,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,resource governance mechanisms actively participate formulation international rules digital technology standards areas data_security digital currency digital taxes promote construction global,assurance cooperation mechanisms establish international coordination cooperation mechanisms protecting data factors production handling cybersecurity incidents combating cybercrimes provide technology equipment,resource governance mechanisms actively participate formulation international rules digital technology standards areas data_security digital currency digital taxes promote construction global cybersecurity assurance cooperation mechanisms establish international coordination cooperation mechanisms protecting data factors production handling cybersecurity incidents combating cybercrimes provide technology equipment,resource governance mechanisms actively participate formulation international rules digital technology standards areas data_security digital currency digital taxes promote construction global [cybersecurity] assurance cooperation mechanisms establish international coordination cooperation mechanisms protecting data factors production handling cybersecurity incidents combating cybercrimes provide technology equipment,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_24,PQ14,2021-2025,24,Article XVIII Create a beneficial digital ecosystem,49,51,cybersecurity,currency digital taxes promote construction global cybersecurity assurance cooperation mechanisms establish international coordination cooperation mechanisms protecting data factors production handling,incidents combating cybercrimes provide technology equipment services digital assistance underdeveloped countries allow countries share dividends digital age actively promote online,currency digital taxes promote construction global cybersecurity assurance cooperation mechanisms establish international coordination cooperation mechanisms protecting data factors production handling cybersecurity incidents combating cybercrimes provide technology equipment services digital assistance underdeveloped countries allow countries share dividends digital age actively promote online,currency digital taxes promote construction global cybersecurity assurance cooperation mechanisms establish international coordination cooperation mechanisms protecting data factors production handling [cybersecurity] incidents combating cybercrimes provide technology equipment services digital assistance underdeveloped countries allow countries share dividends digital age actively promote online,"PQ14, Article XVIII Create a beneficial digital ecosystem (pp. 49-51)",M1: Securitização Holística e Gestão de Riscos
PQ14_Cap_26,PQ14,2021-2025,26,Article XIX Stimulate the vitality of various market entities,52,54,party_leadership,guidance optimization structural adjustment state-owned sector encourage soes improve modern enterprise system characteristics adhere party's overall leadership soes promote strengthening,improve unification corporate governance accelerate establishment corporate governance mechanisms featuring statutory rights responsibilities transparent rights responsibilities coordinated operations effective checks,guidance optimization structural adjustment state-owned sector encourage soes improve modern enterprise system characteristics adhere party's overall leadership soes promote strengthening party_leadership improve unification corporate governance accelerate establishment corporate governance mechanisms featuring statutory rights responsibilities transparent rights responsibilities coordinated operations effective checks,guidance optimization structural adjustment state-owned sector encourage soes improve modern enterprise system characteristics adhere party's overall leadership soes promote strengthening [party_leadership] improve unification corporate governance accelerate establishment corporate governance mechanisms featuring statutory rights responsibilities transparent rights responsibilities coordinated operations effective checks,"PQ14, Article XIX Stimulate the vitality of various market entities (pp. 52-54)",M4: Liderança Estratégica e Capacidade Central
PQ14_Cap_26,PQ14,2021-2025,26,Article XIX Stimulate the vitality of various market entities,52,54,basic_research,enterprises reform innovate improve operational capabilities management levels guide qualified private enterprises establish modern enterprise systems support private enterprises carry,technological innovation participate r d key core technologies tackle key problems major national s t projects improve mechanisms private enterprises,enterprises reform innovate improve operational capabilities management levels guide qualified private enterprises establish modern enterprise systems support private enterprises carry basic_research technological innovation participate r d key core technologies tackle key problems major national s t projects improve mechanisms private enterprises,enterprises reform innovate improve operational capabilities management levels guide qualified private enterprises establish modern enterprise systems support private enterprises carry [basic_research] technological innovation participate r d key core technologies tackle key problems major national s t projects improve mechanisms private enterprises,"PQ14, Article XIX Stimulate the vitality of various market entities (pp. 52-54)",M2: Autonomia Tecno-Relacional e Modernização
PQ14_Cap_41,PQ14,2021-2025,41,Article XXXI Implement major regional strategies in an in-depth manner,77,82,basic_research,xianghe dachang promote high-quality_development tianjin's binhai new area support construction zhangjiakou capital water conservation functional zone ecological_environment supporting zone improve,original innovation 原始 创新 capabilities beijing science_and_technology innovation center give full play pioneering role zhongguancun national independent innovation 自主 创新,xianghe dachang promote high-quality_development tianjin's binhai new area support construction zhangjiakou capital water conservation functional zone ecological_environment supporting zone improve basic_research original innovation 原始 创新 capabilities beijing science_and_technology innovation center give full play pioneering role zhongguancun national independent innovation 自主 创新,xianghe dachang promote high-quality_development tianjin's binhai new area support construction zhangjiakou capital water conservation functional zone ecological_environment supporting zone improve [basic_research] original innovation 原始 创新 capabilities beijing science_and_technology innovation center give full play pioneering role zhongguancun national independent innovation 自主 创新,"PQ14, Article XXXI Implement major regional strategies in an in-depth manner (pp. 77-82)",M2: Autonomia Tecno-Relacional e Modernização
PQ14_Cap_41,PQ14,2021-2025,41,Article XXXI Implement major regional strategies in an in-depth manner,77,82,beautiful_china,yangtze river economic belt adhere ecological priority green_development joint efforts protect avoid major development cooperate promote environmental_protection economic development create,model harmonious coexistence humans nature continue promote rectification outstanding problems ecological_environment promote unit-based refined zoned management control entire yangtze river,yangtze river economic belt adhere ecological priority green_development joint efforts protect avoid major development cooperate promote environmental_protection economic development create beautiful_china model harmonious coexistence humans nature continue promote rectification outstanding problems ecological_environment promote unit-based refined zoned management control entire yangtze river,yangtze river economic belt adhere ecological priority green_development joint efforts protect avoid major development cooperate promote environmental_protection economic development create [beautiful_china] model harmonious coexistence humans nature continue promote rectification outstanding problems ecological_environment promote unit-based refined zoned management control entire yangtze river,"PQ14, Article XXXI Implement major regional strategies in an in-depth manner (pp. 77-82)",M5: Civilização Ecológica e Transição Verde
PQ14_Cap_42,PQ14,2021-2025,42,Article XXXII Implement regional coordinated development strategies in an,83,86,common_prosperity,system support shenzhen building pioneering demonstration zone socialism characteristics pudong building leading zone socialist_modernization zhejiang highquality development construction demonstration zone,promote construction comprehensive pilot zone new old dynamic conversion18 shandong support development special types regions promote revitalization old revolutionary areas,system support shenzhen building pioneering demonstration zone socialism characteristics pudong building leading zone socialist_modernization zhejiang highquality development construction demonstration zone common_prosperity promote construction comprehensive pilot zone new old dynamic conversion18 shandong support development special types regions promote revitalization old revolutionary areas,system support shenzhen building pioneering demonstration zone socialism characteristics pudong building leading zone socialist_modernization zhejiang highquality development construction demonstration zone [common_prosperity] promote construction comprehensive pilot zone new old dynamic conversion18 shandong support development special types regions promote revitalization old revolutionary areas,"PQ14, Article XXXII Implement regional coordinated development strategies in an (pp. 83-86)",M6: Teleologia Nacional e Fins Estruturais
PQ14_Cap_45,PQ14,2021-2025,45,Article XXXIV Raise the level of social civilization (社会文明),88,89,xi_jinping_thought,attitudes 精神 面貌 cultural currents behavioral norms respond needs new era promote normalization institutionalization education ideals beliefs intensify study education,socialism_with_chinese_characteristics_for_a_new_era strengthen work systems arming whole party educating people party's innovative theories establish improve system long-term mechanism remain true original,attitudes 精神 面貌 cultural currents behavioral norms respond needs new era promote normalization institutionalization education ideals beliefs intensify study education xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era strengthen work systems arming whole party educating people party's innovative theories establish improve system long-term mechanism remain true original,attitudes 精神 面貌 cultural currents behavioral norms respond needs new era promote normalization institutionalization education ideals beliefs intensify study education [xi_jinping_thought] socialism_with_chinese_characteristics_for_a_new_era strengthen work systems arming whole party educating people party's innovative theories establish improve system long-term mechanism remain true original,"PQ14, Article XXXIV Raise the level of social civilization (社会文明) (pp. 88-89)",M4: Liderança Estratégica e Capacidade Central
PQ14_Cap_45,PQ14,2021-2025,45,Article XXXIV Raise the level of social civilization (社会文明),88,89,chinese_dream,intention keep mission firmly mind 不忘 初心 牢记 使命 strengthen improve ideological political work continue carry propaganda education socialism characteristics,strengthen education history party history new history reform opening history socialist development strengthen education patriotism collectivism socialism strengthen research interpretation,intention keep mission firmly mind 不忘 初心 牢记 使命 strengthen improve ideological political work continue carry propaganda education socialism characteristics chinese_dream strengthen education history party history new history reform opening history socialist development strengthen education patriotism collectivism socialism strengthen research interpretation,intention keep mission firmly mind 不忘 初心 牢记 使命 strengthen improve ideological political work continue carry propaganda education socialism characteristics [chinese_dream] strengthen education history party history new history reform opening history socialist development strengthen education patriotism collectivism socialism strengthen research interpretation,"PQ14, Article XXXIV Raise the level of social civilization (社会文明) (pp. 88-89)",M6: Teleologia Nacional e Fins Estruturais
PQ14_Cap_45,PQ14,2021-2025,45,Article XXXIV Raise the level of social civilization (社会文明),88,89,xi_jinping_thought,education ideals beliefs grasp joint management mechanism develop philosophy social sciences characteristics strengthen holistic systematic research publication dissemination propaganda interpretation,socialism_with_chinese_characteristics_for_a_new_era promote sinicization modernization popularization marxism implement marxist theoretical research construction projects in-depth manner promote construction research center institute xi_jinping_thought,education ideals beliefs grasp joint management mechanism develop philosophy social sciences characteristics strengthen holistic systematic research publication dissemination propaganda interpretation xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era promote sinicization modernization popularization marxism implement marxist theoretical research construction projects in-depth manner promote construction research center institute xi_jinping_thought,education ideals beliefs grasp joint management mechanism develop philosophy social sciences characteristics strengthen holistic systematic research publication dissemination propaganda interpretation [xi_jinping_thought] socialism_with_chinese_characteristics_for_a_new_era promote sinicization modernization popularization marxism implement marxist theoretical research construction projects in-depth manner promote construction research center institute xi_jinping_thought,"PQ14, Article XXXIV Raise the level of social civilization (社会文明) (pp. 88-89)",M4: Liderança Estratégica e Capacidade Central
PQ14_Cap_45,PQ14,2021-2025,45,Article XXXIV Raise the level of social civilization (社会文明),88,89,xi_jinping_thought,xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era promote sinicization modernization popularization marxism implement marxist theoretical research construction projects in-depth manner promote construction research center institute,socialism_with_chinese_characteristics_for_a_new_era research center theory system socialism characteristics build make good use learning platforms xuexi qiangguo construct curricula systems academic systems,xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era promote sinicization modernization popularization marxism implement marxist theoretical research construction projects in-depth manner promote construction research center institute xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era research center theory system socialism characteristics build make good use learning platforms xuexi qiangguo construct curricula systems academic systems,xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era promote sinicization modernization popularization marxism implement marxist theoretical research construction projects in-depth manner promote construction research center institute [xi_jinping_thought] socialism_with_chinese_characteristics_for_a_new_era research center theory system socialism characteristics build make good use learning platforms xuexi qiangguo construct curricula systems academic systems,"PQ14, Article XXXIV Raise the level of social civilization (社会文明) (pp. 88-89)",M4: Liderança Estratégica e Capacidade Central
PQ14_Cap_47,PQ14,2021-2025,47,Article XXXVI Improve the modern cultural industry system,92,93,xi_jinping_thought,cultural prosperity development projects publish disseminate theory socialism characteristics edit publish series theoretical readings xi jinping governance questions answers study,socialism_with_chinese_characteristics_for_a_new_era study outlines different fields edit publish classic textbooks history party history new history reform opening history socialist development strengthen,cultural prosperity development projects publish disseminate theory socialism characteristics edit publish series theoretical readings xi jinping governance questions answers study xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era study outlines different fields edit publish classic textbooks history party history new history reform opening history socialist development strengthen,cultural prosperity development projects publish disseminate theory socialism characteristics edit publish series theoretical readings xi jinping governance questions answers study [xi_jinping_thought] socialism_with_chinese_characteristics_for_a_new_era study outlines different fields edit publish classic textbooks history party history new history reform opening history socialist development strengthen,"PQ14, Article XXXVI Improve the modern cultural industry system (pp. 92-93)",M4: Liderança Estratégica e Capacidade Central
PQ14_Cap_48,PQ14,2021-2025,48,Part Eleven Promote green development and facilitate the harmonious coexistence,93,93,ecological_civilization,path prosperity adhere respect conformity nature adhere priorities conservation protection nature restoration implement sustainable_development strategy improve overall coordination mechanisms field,生态 文 明 build ecological_civilization system promote comprehensive green_transformation economic social development build beautiful_china,path prosperity adhere respect conformity nature adhere priorities conservation protection nature restoration implement sustainable_development strategy improve overall coordination mechanisms field ecological_civilization 生态 文 明 build ecological_civilization system promote comprehensive green_transformation economic social development build beautiful_china,path prosperity adhere respect conformity nature adhere priorities conservation protection nature restoration implement sustainable_development strategy improve overall coordination mechanisms field [ecological_civilization] 生态 文 明 build ecological_civilization system promote comprehensive green_transformation economic social development build beautiful_china,"PQ14, Part Eleven Promote green development and facilitate the harmonious coexistence (pp. 93-93)",M5: Civilização Ecológica e Transição Verde
PQ14_Cap_48,PQ14,2021-2025,48,Part Eleven Promote green development and facilitate the harmonious coexistence,93,93,ecological_civilization,nature adhere priorities conservation protection nature restoration implement sustainable_development strategy improve overall coordination mechanisms field ecological_civilization 生态 文 明 build,system promote comprehensive green_transformation economic social development build beautiful_china,nature adhere priorities conservation protection nature restoration implement sustainable_development strategy improve overall coordination mechanisms field ecological_civilization 生态 文 明 build ecological_civilization system promote comprehensive green_transformation economic social development build beautiful_china,nature adhere priorities conservation protection nature restoration implement sustainable_development strategy improve overall coordination mechanisms field ecological_civilization 生态 文 明 build [ecological_civilization] system promote comprehensive green_transformation economic social development build beautiful_china,"PQ14, Part Eleven Promote green development and facilitate the harmonious coexistence (pp. 93-93)",M5: Civilização Ecológica e Transição Verde
PQ14_Cap_48,PQ14,2021-2025,48,Part Eleven Promote green development and facilitate the harmonious coexistence,93,93,beautiful_china,strategy improve overall coordination mechanisms field ecological_civilization 生态 文 明 build ecological_civilization system promote comprehensive green_transformation economic social development build,NA,strategy improve overall coordination mechanisms field ecological_civilization 生态 文 明 build ecological_civilization system promote comprehensive green_transformation economic social development build beautiful_china,strategy improve overall coordination mechanisms field ecological_civilization 生态 文 明 build ecological_civilization system promote comprehensive green_transformation economic social development build [beautiful_china] ,"PQ14, Part Eleven Promote green development and facilitate the harmonious coexistence (pp. 93-93)",M5: Civilização Ecológica e Transição Verde
PQ14_Cap_50,PQ14,2021-2025,50,Article XXVIII Continue to improve environmental quality,98,100,carbon_neutrality,industry construction transportation in-depth manner increase controls greenhouse gases methane hydrofluorocarbons perfluorocarbons improve carbon sink capacity ecosystem focus efforts achieving,adopt forceful policies measures strengthen observation assessment impact global warming vulnerable regions improve ability urban rural construction agricultural production infrastructure,industry construction transportation in-depth manner increase controls greenhouse gases methane hydrofluorocarbons perfluorocarbons improve carbon sink capacity ecosystem focus efforts achieving carbon_neutrality adopt forceful policies measures strengthen observation assessment impact global warming vulnerable regions improve ability urban rural construction agricultural production infrastructure,industry construction transportation in-depth manner increase controls greenhouse gases methane hydrofluorocarbons perfluorocarbons improve carbon sink capacity ecosystem focus efforts achieving [carbon_neutrality] adopt forceful policies measures strengthen observation assessment impact global warming vulnerable regions improve ability urban rural construction agricultural production infrastructure,"PQ14, Article XXVIII Continue to improve environmental quality (pp. 98-100)",M5: Civilização Ecológica e Transição Verde
PQ14_Cap_51,PQ14,2021-2025,51,Article XXXIX Accelerate the green transformation of the development model,101,103,ecological_civilization,improve energy water efficiency pace-setter 领 跑 者 system strengthen water use quota management industries high water consumption deepen construction,pilot areas promote in-depth manner construction comprehensive reform pilot zone transformation national resource-based economy shanxi comprehensive reform pilot project energy,improve energy water efficiency pace-setter 领 跑 者 system strengthen water use quota management industries high water consumption deepen construction ecological_civilization pilot areas promote in-depth manner construction comprehensive reform pilot zone transformation national resource-based economy shanxi comprehensive reform pilot project energy,improve energy water efficiency pace-setter 领 跑 者 system strengthen water use quota management industries high water consumption deepen construction [ecological_civilization] pilot areas promote in-depth manner construction comprehensive reform pilot zone transformation national resource-based economy shanxi comprehensive reform pilot project energy,"PQ14, Article XXXIX Accelerate the green transformation of the development model (pp. 101-103)",M5: Civilização Ecológica e Transição Verde
PQ14_Cap_53,PQ14,2021-2025,53,Article XL Construct a higher-level new open economy system,105,106,institutional_opening_up,system comprehensively improve level opening outside promote liberalization facilitation trade investment continue deepen opening commodity factor production flows steadily expand,rules regulations management standards accelerate advancement institutional opening construct institutional system regulatory model line prevailing international rules strengthen pre-access domestic,system comprehensively improve level opening outside promote liberalization facilitation trade investment continue deepen opening commodity factor production flows steadily expand institutional_opening_up rules regulations management standards accelerate advancement institutional opening construct institutional system regulatory model line prevailing international rules strengthen pre-access domestic,system comprehensively improve level opening outside promote liberalization facilitation trade investment continue deepen opening commodity factor production flows steadily expand [institutional_opening_up] rules regulations management standards accelerate advancement institutional opening construct institutional system regulatory model line prevailing international rules strengthen pre-access domestic,"PQ14, Article XL Construct a higher-level new open economy system (pp. 105-106)",M3: Governança Global e Projeção Normativa
PQ14_Cap_54,PQ14,2021-2025,54,Article XLI Promote high-quality “Belt and Road” development,107,107,belt_and_road_initiative,higher level expand fields rule linkage strengthen rule-linkage cooperation fields financing trade energy digital information agriculture promote effective linkage synergy,regional international development agendas promote interconnectivity interoperability infrastructure promote four-in-one 四位 一体 connection land sea sky cyber take six corridors,higher level expand fields rule linkage strengthen rule-linkage cooperation fields financing trade energy digital information agriculture promote effective linkage synergy belt_and_road_initiative regional international development agendas promote interconnectivity interoperability infrastructure promote four-in-one 四位 一体 connection land sea sky cyber take six corridors,higher level expand fields rule linkage strengthen rule-linkage cooperation fields financing trade energy digital information agriculture promote effective linkage synergy [belt_and_road_initiative] regional international development agendas promote interconnectivity interoperability infrastructure promote four-in-one 四位 一体 connection land sea sky cyber take six corridors,"PQ14, Article XLI Promote high-quality “Belt and Road” development (pp. 107-107)",M3: Governança Global e Projeção Normativa
